Product ID,Tên sản phẩm,Price,Old Price,Quantity Sale,Discount,Thời gian sử dụng pin (tháng),Đối tượng sử dụng:,Đường kính mặt (mm),Độ dày mặt (mm),Nguồn năng lượng:,Mức kháng nước (ATM),Chất liệu mặt kính:,Thương hiệu của:,Hãng:,Review Count,Rating,Bình luận
201759,CITIZEN EU607051D,2835000.0,3780000.0,32.0,0.25,24.0,Nữ,28.0,7.8,Pin,5.0,Kính khoáng Mineral,Nhật Bản,CITIZEN,5,4.0,đẹp ngon
199500,CASIO AE1400WH1AVDF,1034000.0,1379000.0,116.0,0.25,120.0,Nam,45.4,14.3,Pin,10.0,Nhựa,Nhật Bản,CASIO,10,4.8,Sản phẩm tốt
199458,CASIO LQ142E9ADF,311000.0,415000.0,29.0,0.25,36.0,Nữ,22.4,7.8,Pin,3.0,Nhựa,Nhật Bản,CASIO,14,4.4,Tốt
199423,CASIO LTPV004G7BUDF,1089000.0,1453000.0,61.0,0.25,36.0,Nữ,30.2,,Pin,3.0,Kính khoáng Mineral,Nhật Bản,CASIO,7,4.3,"Đẹp sang trọng, bền bỉ"
331111,Q&Q G06A001VY,490000.0,690000.0,4.0,0.28,24.0,Nam,46.0,13.6,Pin,10.0,Nhựa,Nhật Bản,Q&Q,0,0.0,N/A
329923,ELIO Starlight ES17801,890000.0,1390000.0,79.0,0.35,24.0,Nữ,25.5,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,0,0.0,N/A
329438,ELIO Sunshine ES16502,890000.0,1390000.0,61.0,0.35,24.0,Nữ,29.0,7.7,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,0,0.0,N/A
322243,EDIFICE CASIO EFV150D1AVUDF,2313000.0,3084000.0,41.0,0.25,36.0,Nam,42.6,9.0,Pin,10.0,Kính khoáng Mineral,Nhật Bản,EDIFICE CASIO,0,0.0,N/A
320560,MVW Galaxy MSCA00203S3,1990000.0,3990000.0,48.0,0.5,0.0,Nam,41.5,13.6,Cơ tự động,5.0,Kính Sapphire,Việt Nam,MVW,7,4.6,đồng hồ đẹp giá hợp lý nhưng có tí bụi dính trong mặt hơi mất thẩm mỹ tí
320544,ELIO ESS1103,490000.0,690000.0,266.0,0.28,24.0,Unisex,38.0,11.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,16,4.6,Sale hơi ít sản phẩm! Mua cho vợ đủ mỗi ngày 1 chiếc rồi!
313241,Q&Q F01A005PY,490000.0,890000.0,55.0,0.44,24.0,Nữ,34.0,7.4,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Q&Q,2,4.5,N/A
311121,CASIO MTPM305D1AVDF,2825000.0,3767000.0,27.0,0.25,36.0,Nam,34.0,9.3,Pin,5.0,Kính khoáng Mineral,Nhật Bản,CASIO,6,4.7,"Đồng hồ đẹp như hình, nhưng mặt to và dày nên đeo dễ bị thô, cạnh sắt của dây kim loại hơi sắc cà hơi đau , còn lại thì tạm thời ưng ạ"
293782,EYKI EYC02202,311000.0,0.0,33.0,,24.0,Nữ,33.0,9.2,Pin,3.0,Kính khoáng Mineral,Trung Quốc,EYKI,0,0.0,N/A
293745,EYKI EYS00502,311000.0,0.0,12.0,,24.0,Nữ,34.0,8.0,Pin,3.0,Kính khoáng Mineral,Trung Quốc,EYKI,0,0.0,N/A
293725,EYKI EYS00403,411000.0,0.0,35.0,,24.0,Nữ,37.0,10.6,Pin,3.0,Kính khoáng Mineral,Trung Quốc,EYKI,0,0.0,N/A
293715,EYKI EYL00202,311000.0,0.0,12.0,,24.0,Nữ,28.0,7.9,Pin,3.0,Kính khoáng Mineral,Trung Quốc,EYKI,0,0.0,N/A
293619,Q&Q Q56A003PY,311000.0,0.0,4.0,,24.0,Nữ,32.0,7.7,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Q&Q,3,4.7,Đồng hồ xài ok lắm.mà dây đeo hơi rộng nha
292896,ELIO EL13802,690000.0,1290000.0,22.0,0.46,24.0,Nữ,35.0,8.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,1,5.0,Sp đẹp săn sale đc giá tốt.
292834,ELIO Xmas EL13101,690000.0,1290000.0,0.0,0.46,24.0,Nữ,36.0,8.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,2,4.0,Tốt
286680,ELIO Flower ES12801,690000.0,1290000.0,46.0,0.46,24.0,Nữ,35.0,9.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,11,4.6,Dây thiết kế hơi khó đeo nhưng xinh nha
289439,MVW ML07301,990000.0,1900000.0,45.0,0.47,18.0,Nam,40.0,9.2,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,9,4.3,Sản phẩm rất tối nhé mọi người
286648,ELIO EL09003,411000.0,1290000.0,120.0,,24.0,Nữ,20.5,7.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,6,4.5,"Mua tiktok của TGDD giá 245k quá rẻ và đẹp, luôn ủng hộ TGDD"
286437,CASIO MTPV005L7B5UDF,588000.0,784000.0,73.0,0.25,36.0,Nam,40.0,8.1,Pin,1.0,Kính khoáng Mineral,Nhật Bản,CASIO,17,4.7,Dùng ok
279670,MVW ML07002,590000.0,1290000.0,103.0,,36.0,Nam,40.0,8.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,6,4.3,"Đồng hồ đẹp, hiện tại rất ổn. Anh nhân viên giao hàng rất lịch sự và vui vẻ. Rất hài lòng"
279648,MVW MS08101,990000.0,1990000.0,885.0,0.5,24.0,Nam,41.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,10,4.2,Sản phẩm đẹp. Còn chất lượng thì chờ time trả lời
278561,MVW MS07601,890000.0,1750000.0,58.0,0.49,36.0,Nam,40.0,8.5,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,10,4.5,Bị vào nước có mang ra bh dk ko ạ
278452,ELIO EL11102,411000.0,1290000.0,143.0,,24.0,Nữ,29.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,5,3.8,"Mới mua có 2 ngày mà bị hết pin rồi, không biết có phải 2 năm rồi không bán đc ko"
278444,ELIO Flower EL10502,290000.0,990000.0,32.0,,24.0,Nữ,35.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,10,4.6,Tuyệt vời .
278439,ELIO Flower ES11902,690000.0,1290000.0,84.0,0.46,24.0,Nữ,30.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,9,4.1,SP OK nhưng khâu bán hàng tệ. Đánh giá 1 và chê. Thất vọng với cách làm việc của TGDD.
270189,SMILE KID SL09802,290000.0,320000.0,138.0,0.09,24.0,Trẻ em,31.0,8.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,SMILE KID,6,4.0,Đẹp. Dể thương. Bé rất thích
269360,ELIO EC01202,690000.0,1250000.0,135.0,0.44,24.0,Nữ,30.0,8.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,12,4.6,Sản phẩm rất đẹp
270184,SMILE KID SL09501,290000.0,320000.0,311.0,0.09,24.0,Trẻ em,31.0,8.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,SMILE KID,8,4.2,Rất hài lòng
269343,ELIO EC00801,490000.0,890000.0,1.0,0.44,24.0,Nam,40.0,7.8,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,13,4.4,Dùng chán quá
252370,SMILE KID SL07002,190000.0,290000.0,1000.0,0.34,18.0,Trẻ em,33.5,9.0,Pin,3.0,Nhựa Resin,Việt Nam,SMILE KID,16,4.1,Tôi mua về một thời gian  .dùng không thấy hoạt động nữa và tôi có đem đến cửa hàng để đổi lại .nhân viên bảo gửi về công ty để sửa trong vòng một tuần.nhưng tới giờ tôi khêng thấy đâu cả.
249254,ELIO Xmas EL08604,690000.0,1190000.0,8.0,0.42,24.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,17,4.8,"Đẹp, nhưng vì màn hình màu xanh khó nhìn giờ tí"
249244,ELIO Xmas ES09902,690000.0,1290000.0,0.0,0.46,24.0,Nữ,26.0,8.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,15,4.2,"Màu thực tế không giống hình. Màu của mặt đồng hồ là xanh lá, màu vàng của dây là vàng chóe chứ không phải đồng giả cổ. Khóa khó đeo nha."
247105,MVW Sport ML06401,990000.0,1990000.0,92.0,0.5,24.0,Nam,42.0,10.0,Pin,5.0,Kính Sapphire,Việt Nam,MVW,26,4.8,Sản phẩm tốt lắm nha
247104,MVW ML06301,990000.0,1990000.0,60.0,0.5,24.0,Nam,42.0,10.0,Pin,5.0,Kính Sapphire,Việt Nam,MVW,41,4.5,"5 giờ chiều 1408 Mình đã mua sản phẩm này ở ĐMX Kha Vạn Cân để dành cho việc lần đầu đi làm do mình sinh viên mới ra trường trong tháng này . Đây cũng là chiếc đồng hồ đầu tiên mình mua luôn, may mắn được anh nhân viên tư vấn rất tuyệt vời tận tình chu đáo đưa ra lời khuyên rất hữu ích cho mình ạ. Em xin phép được đánh giá 5 cho sản phẩm và 10 cho anh nhân viên tư vấn ạ. Em cảm ơn anh rất nhiều ạ."
230927,SMILE KID SL04701,190000.0,290000.0,94.0,0.34,24.0,Trẻ em,27.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,SMILE KID,11,4.7,thấy cũng tàm tạm
226133,Q&Q S398J212Y,690000.0,1090000.0,78.0,0.36,36.0,Nam,40.0,9.5,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Q&Q,20,4.6,Sản phẩm đẹp giá bao rẻ ..Nhân viên phục vụ tốt.. còn ông bảo vệ cách nói chuyện và làm việc ko tốt.. hỏi chuyện mày mày tao tao là cách phục vụ kém... nhưng nhân viên ở TGDD phục vụ khách hàng tốt.. góp ý nên thay đổi người giữ xe
226128,Q&Q S396J202Y,690000.0,1190000.0,74.0,0.42,36.0,Nam,40.0,10.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Q&Q,20,4.6,"Sp dù đã qua sử dụng còn độ mới cao, chạy đúng giờ mình sử dụng 1 thời gian mới quay lại đánh giá"
209173,CASIO MTPV300L7AUDF,1314000.0,1752000.0,37.0,0.25,24.0,Nam,41.5,8.6,Pin,3.0,Kính khoáng Mineral,Nhật Bản,CASIO,15,4.3,Tot
208984,CASIO MTP1183E7ADF,777000.0,1036000.0,37.0,0.25,24.0,Nam,38.0,,Pin,3.0,Kính khoáng Mineral,Nhật Bản,CASIO,20,4.1,Chỉnh ngày rồi nhưng sang ngày mới thì nó vẫn không nhảy số.. vẫn y ngày cũ là sao nhỉ.
208941,CASIO LTPV005L7AUDF,588000.0,784000.0,102.0,0.25,24.0,Nữ,28.2,7.9,Pin,3.0,Kính khoáng Mineral,Nhật Bản,CASIO,8,4.8,Tốt
208687,CASIO MTPV001D7BUDF,611000.0,815000.0,10.0,0.25,24.0,Nam,38.0,,Pin,3.0,Kính khoáng Mineral,Nhật Bản,CASIO,0,0.0,N/A
208652,CASIO MTP1183Q9ADF,862000.0,1150000.0,36.0,0.25,24.0,Nam,38.0,9.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,CASIO,22,3.2,Ok trong tầm giá
206531,CASIO MQ24G9EDF,611000.0,815000.0,9.0,0.25,36.0,Nam,34.7,8.2,Pin,3.0,Nhựa Resin,Nhật Bản,CASIO,6,5.0,"Máy chạy tốt, sản phẩm đẹp, nhân viên rất nhiệt tình và vui vẻ, nói chung là rất ok"
206160,CITIZEN EW253389D,4111000.0,5482000.0,24.0,0.25,0.0,Nữ,30.0,7.8,Ánh sáng,5.0,Kính khoáng Mineral,Nhật Bản,CITIZEN,0,0.0,N/A
199499,CASIO AE1300WH8AVDF,938000.0,1251000.0,86.0,0.25,120.0,Nam,42.0,12.5,Pin,10.0,Nhựa,Nhật Bản,CASIO,27,4.8,Đồng hồ ok đẹp nha
199490,CASIO AE1000W4BVDF,852000.0,1136000.0,70.0,0.25,120.0,Nam,43.5,13.5,Pin,10.0,Nhựa,Nhật Bản,CASIO,12,4.4,Vì mình mới mua nên trước mắt thì thấy sài tốt ạ.Còn sau này thì ko biết sao ạ
199347,CASIO LTP1183G7ADF,1251000.0,1668000.0,75.0,0.25,36.0,Nữ,25.0,8.7,Pin,3.0,Kính khoáng Mineral,Nhật Bản,CASIO,7,4.0,"Đồng hồ đẹp, sang, 25mm phù hợ cho các bạn nữ tay nhỏ nhắn."
199336,CASIO LTP1165A4CDF,1079000.0,1439000.0,33.0,0.25,36.0,Nữ,21.4,8.5,Pin,5.0,Kính khoáng Mineral,Nhật Bản,CASIO,9,4.6,Đồng hồ đẹp
199317,CASIO LTPV005L7BUDF,588000.0,784000.0,98.0,0.25,36.0,Nữ,28.4,7.9,Pin,3.0,Kính khoáng Mineral,Nhật Bản,CASIO,12,4.4,Đồng hộ đẹp lắm ạ
331103,MVW MS06202N,1290000.0,2490000.0,4.0,0.48,36.0,Nam,41.0,9.6,Pin,5.0,Kính Sapphire,Việt Nam,MVW,0,0.0,N/A
331102,MVW ML05002N,1290000.0,2490000.0,10.0,0.48,36.0,Nam,42.0,11.1,Pin,5.0,Kính Sapphire,Việt Nam,MVW,0,0.0,N/A
329924,ELIO Starlight ES17802,890000.0,1390000.0,65.0,0.35,24.0,Nữ,25.5,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,0,0.0,N/A
328207,CASIO AE1500WH1AVDF,971000.0,1295000.0,82.0,0.25,120.0,Nam,51.2,15.7,Pin,10.0,Nhựa,Nhật Bản,CASIO,1,5.0,"Đẹp, ai thích thì mua, ai sợ thì đi về"
328187,MVW Star Automatic MLA09301,1990000.0,3990000.0,45.0,0.5,0.0,Nam,41.0,11.65,Cơ tự động,5.0,Kính Sapphire,Việt Nam,MVW,0,0.0,N/A
328185,MVW Star Automatic MSA10201,2290000.0,4490000.0,57.0,0.48,0.0,Nam,41.0,11.4,Cơ tự động,5.0,Kính Sapphire,Việt Nam,MVW,0,0.0,N/A
327753,ORIENT Bambino RAAP0104S30B,6630000.0,8840000.0,12.0,0.25,0.0,Nam,38.4,12.0,Cơ tự động,3.0,Kính cứng,Nhật Bản,ORIENT,0,0.0,N/A
327024,SMILE KID SL14803,290000.0,350000.0,401.0,0.17,12.0,Trẻ em,30.0,10.1,Pin,5.0,Nhựa Resin,Việt Nam,SMILE KID,0,0.0,N/A
322233,CASIO MTPB145D2A1VDF,1694000.0,2259000.0,29.0,0.25,36.0,Nam,35.0,7.4,Pin,5.0,Kính khoáng Mineral,Nhật Bản,CASIO,1,5.0,N/A
321317,SMILE KID SL40302SG,190000.0,290000.0,471.0,0.34,12.0,Trẻ em,37.0,9.1,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,SMILE KID,0,0.0,N/A
321312,SMILE KID SL40201SG,290000.0,390000.0,0.0,0.25,12.0,Trẻ em,47.5,14.1,Pin,5.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,SMILE KID,0,0.0,N/A
321032,MVW ML08802,690000.0,1290000.0,18.0,0.46,24.0,Nam,44.0,12.6,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,1,4.0,Kiểu dáng đẹp nhưng thiếu phần ngày tháng
318569,MVW Hồn Việt MLA08604HV,1990000.0,3490000.0,314.0,0.42,0.0,Nam,43.0,12.4,Cơ tự động,5.0,Kính Sapphire,Việt Nam,MVW,1,5.0,Ngoại hình cơ bản ok. Giây da sẫm màu hơn tý thì 10đDùng 1 tgian xem tnao. Tạm thời cho 5
313242,Q&Q Q56B002PY,490000.0,690000.0,1.0,0.28,24.0,Nam,40.0,7.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Q&Q,0,0.0,N/A
309883,MVW ML08302,690000.0,1290000.0,35.0,0.46,36.0,Nam,43.0,8.7,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,2,3.5,Phong cách và cá tính
309881,MVW ML08202,590000.0,1290000.0,43.0,,36.0,Nam,40.0,9.2,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,0,0.0,N/A
296747,SMILE KID SL13304,290000.0,350000.0,314.0,0.17,18.0,Trẻ em,41.5,15.2,Pin,3.0,Nhựa,Việt Nam,SMILE KID,22,4.3,Sản phẩm tốt
293970,CASIO MTPVD03B1AUDF,1359000.0,1813000.0,38.0,0.25,36.0,Nam,41.0,9.6,Pin,1.0,Kính khoáng Mineral,Nhật Bản,CASIO,5,4.4,Thấy đẹp không dám đeo.hii
286412,GSHOCK 2100 GM21001ADR,5721000.0,7628000.0,57.0,0.25,36.0,Nam,45.4,11.8,Pin,20.0,Kính khoáng Mineral,Nhật Bản,G-SHOCK,21,4.4,Tốt
286668,ELIO EL12003,690000.0,1290000.0,14.0,0.46,24.0,Nữ,25.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,8,4.1,NV tư vân tân tình tai Trung tâm the gioi di đông Hiep Bình
278564,MVW MS07802,990000.0,1990000.0,679.0,0.5,36.0,Nam,39.6,8.95,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,6,3.8,"Mới mua có mấy tháng, đeo giữ kĩ mà vẫn bị vào nước, núm vặn cứng .Đồng hồ bạc triệu mới dùng mà h phải chấp bung máy, rút kinh nghiệm cứ bình dân thì chỉ có Casio"
278417,ELIO EL10002,690000.0,990000.0,28.0,0.3,24.0,Nữ,33.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,16,4.4,Kim giờ bị lệch
278405,ELIO Flower ES11201,411000.0,0.0,39.0,,24.0,Nữ,33.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,10,4.1,Chốt để nới chỉnh dây quá khó để mở
278399,ELIO EL09101,290000.0,990000.0,62.0,,24.0,Nữ,30.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,12,4.8,Thay dây nữa là xuất sắc. 10đ
247097,MVW MS07101,790000.0,1490000.0,34.0,0.46,24.0,Nam,40.0,8.5,Pin,5.0,Kính Sapphire,Việt Nam,MVW,15,3.9,"Đồng hồ đẹp , tốt ,nên mua nhân viên phục vụ tốt"
247094,MVW ML06002,590000.0,1290000.0,48.0,,24.0,Nam,40.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,MVW,21,4.4,"Mua xài đc 3 tuần rồi. Mua khi sale còn 490k. Xài tốt, máy đẹp, giao hàng nhanh, nhiệt tình... Nói chung là rất ổn cả về chất và lượng"
244581,ELIO Xmas ES08702,311000.0,1190000.0,90.0,,24.0,Nữ,32.0,8.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,8,4.2,Ở ngoài đẹp hơn trong hình
247093,MVW ML06001,690000.0,1290000.0,51.0,0.46,24.0,Nam,40.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,MVW,9,4.7,Đẹp. Chất lượng tốt
238380,MVW MS05201,790000.0,1490000.0,71.0,0.46,36.0,Nam,44.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,10,4.5,sản phẩm tốt nv phục vụ chu đáo tận tâm
231900,ELIO EL07602,290000.0,990000.0,159.0,,36.0,Nữ,29.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,6,4.5,"Đẹp, nhưng dây đeo không mềm"
231899,ELIO Nàng Thơ ES05902,311000.0,1090000.0,122.0,,36.0,Nữ,27.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,14,4.5,Vì mới đeo nên chưa biết độ bền thế nào. Thiết kế dễ thương.
231889,ELIO Nắng Xuân EL07102,690000.0,990000.0,33.0,0.3,36.0,Nữ,32.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,8,4.6,Đẹp nhưng mà hộp hơi đỉu
231797,ELIO EL06201,290000.0,990000.0,62.0,,36.0,Nam,40.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,30,4.5,Mới Đeo 3 ngày đã bị nổ sơn. Vậy mà quản cáo là Ko rĩ quá tệ.
209013,CASIO MTP1370D1A1VDF,1323000.0,1764000.0,60.0,0.25,24.0,Nam,40.0,8.8,Pin,5.0,Kính khoáng Mineral,Nhật Bản,CASIO,15,4.3,"Chế độ bảo hành quá tệ, sẽ không bao giờ mua tgdđ nữa"
226127,Q&Q S396J201Y,690000.0,1190000.0,63.0,0.42,36.0,Nam,40.0,10.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Q&Q,10,4.5,Rất tốt
208631,CASIO LTPV300L1AUDF,1314000.0,1752000.0,70.0,0.25,24.0,Nữ,33.2,8.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,CASIO,16,4.9,Đồng hồ ok lắm ạ
204594,CASIO W218H4BVDF,636000.0,848000.0,139.0,0.25,84.0,Nam,43.0,11.0,Pin,5.0,Nhựa,Nhật Bản,CASIO,13,4.8,"Tôi mua cho bé 9 tuổi, nhìn rất ok, lại có chống nước, do CASIO sản xuất thì quá yên tâm."
202615,ORIENT RASP0002S10B,2111000.0,2815000.0,9.0,0.25,36.0,Nam,39.0,9.5,Pin,5.0,Kính khoáng Mineral,Nhật Bản,ORIENT,5,4.4,"Mình không thích thái độ không tốt và thao tác mạnh tay của bạn KT cắt mắc đồng hồ. Làm k tỉ mỹ trên ĐH của khách, mình vẫn chưa đi chỉnh lại"
199288,CASIO LTP1094E7BRDF,621000.0,829000.0,172.0,0.25,36.0,Nữ,23.0,7.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,CASIO,12,4.8,Cho m hỏi là thông số ghi pin khoảng 3 năm. Mà đồng hồ m mua năm 2024 thì pin có phải là sắp hết k ạ
331100,ELIO ES17902,690000.0,1290000.0,2.0,0.46,24.0,Nữ,28.0,7.4,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,0,0.0,N/A
199283,CASIO MRW200H1B3VDF,704000.0,939000.0,89.0,0.25,36.0,Nam,43.0,11.8,Pin,10.0,Nhựa,Nhật Bản,CASIO,21,4.4,Sp tốt bền và đẹp. Nên sở hữu
329910,ELIO EL14702,690000.0,1190000.0,13.0,0.42,24.0,Nữ,32.0,7.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,0,0.0,N/A
329905,ELIO ES16801,690000.0,1290000.0,14.0,0.46,24.0,Nữ,34.0,9.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,0,0.0,N/A
327045,SMILE KID SL13802,290000.0,390000.0,370.0,0.25,12.0,Trẻ em,42.0,15.7,Pin,5.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,SMILE KID,0,0.0,N/A
324783,SMILE KID SL41604SK,290000.0,390000.0,968.0,0.25,18.0,Trẻ em,35.0,12.0,Pin,5.0,Nhựa Resin,Việt Nam,SMILE KID,0,0.0,N/A
324780,SMILE KID SL41409SK,290000.0,390000.0,963.0,0.25,18.0,Trẻ em,38.0,14.0,Pin,5.0,Nhựa Resin,Việt Nam,SMILE KID,0,0.0,N/A
321822,MVW Elegant MSA09802ELE,2290000.0,4490000.0,53.0,0.48,0.0,Nam,43.0,11.6,Cơ tự động,5.0,Kính Sapphire,Việt Nam,MVW,4,3.8,"Đồng hồ chạy ko trễ nha mn.độ hoàn thiện ok,tay bé đeo đẹp dạ quang đêm nhìn đẹp đáng giá tiền"
309882,MVW ML08301,690000.0,1290000.0,29.0,0.46,36.0,Nam,43.0,8.7,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,0,0.0,N/A
307990,CASIO LWS2200H4AVDF,1257000.0,1677000.0,93.0,0.25,24.0,Nữ,37.6,11.9,Pin,10.0,Nhựa,Nhật Bản,CASIO,11,4.3,Kính nhựa dễ xước
307282,MVW Glory MS08701,1290000.0,2490000.0,77.0,0.48,36.0,Nam,43.0,9.2,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,10,4.8,Đẹp chất lượng
306723,MVW Star Automatic MLA00401N,1990000.0,3990000.0,132.0,0.5,0.0,Nam,41.0,12.0,Cơ tự động,5.0,Kính Sapphire,Việt Nam,MVW,18,4.6,Ôn đinh tôt hang viêt nam nhưng rât hai long
293781,EYKI EYC02102,311000.0,0.0,15.0,,24.0,Nữ,33.0,9.2,Pin,3.0,Kính khoáng Mineral,Trung Quốc,EYKI,0,0.0,N/A
293747,EYKI EYS00602,311000.0,0.0,17.0,,24.0,Nữ,32.5,7.8,Pin,3.0,Kính khoáng Mineral,Trung Quốc,EYKI,0,0.0,N/A
293706,EYKI EYC02001,411000.0,0.0,16.0,,24.0,Nam,40.0,8.7,Pin,3.0,Kính khoáng Mineral,Trung Quốc,EYKI,0,0.0,N/A
292871,ELIO ES13502,690000.0,1290000.0,46.0,0.46,24.0,Nữ,32.0,8.2,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,6,4.3,Mới mua chưa xài nhưng thấy cũng tốt
292865,ELIO Flower ES13302,311000.0,0.0,8.0,,24.0,Nữ,28.0,8.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,0,0.0,N/A
292827,ELIO Flower EL12805,311000.0,1190000.0,21.0,,24.0,Nữ,32.0,9.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,5,4.4,"Sản phẩm tốt thêm nhiều mẫu và màu sắc hơn,dây đeo dạng bình thg"
289435,MVW MS08501,1290000.0,2400000.0,153.0,0.46,18.0,Nam,43.0,9.1,Pin,5.0,Kính khoáng Mineral,Việt Nam,MVW,11,4.7,đồng hồ rất đẹp màu xnh hợp phong thủy với mình nên mình rất thích cảm ơn nv tư vấn rất nhiệt tình
286431,CASIO MTPE350D7BVDF,1900000.0,3167000.0,39.0,0.4,36.0,Nam,40.6,8.7,Pin,5.0,Kính khoáng Mineral,Nhật Bản,CASIO,9,4.6,Đồng hồ hoạt động rất tốt
283082,CASIO WS1400H1BVDF,886000.0,1182000.0,129.0,0.25,120.0,Nam,44.5,13.4,Pin,10.0,Nhựa,Nhật Bản,CASIO,27,4.5,cho mình hỏi cách bật tiếng chio đồng hồ chớ giờ nó tắt tiếng không thể nghe báo thưucs được
278456,ELIO EL11202,690000.0,1290000.0,91.0,0.46,24.0,Nữ,28.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,4,4.8,"Đẹp, nhỏ gọn tinh tế"
278406,ELIO ES11301,311000.0,1090000.0,111.0,,24.0,Nữ,33.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,13,4.4,"Mua 3 chiếc 1 chiếc hết pin ,1 chiếc chạy chậm"
268645,CASIO MTPV300BL5AUDF,1398000.0,1865000.0,50.0,0.25,24.0,Nam,41.5,8.6,Pin,5.0,Kính khoáng Mineral,Nhật Bản,CASIO,11,4.5,"Đồng hồ đẹp, tốt"
247087,MVW ML05702,990000.0,1990000.0,95.0,0.5,24.0,Nam,42.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,MVW,11,4.2,"Mới mua đc 2 ngày, giờ mang ra đeo, k chỉnh đc lịch thứ"
249247,ELIO Xmas ES10002,690000.0,1090000.0,149.0,,24.0,Nữ,26.0,8.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,16,4.6,"Đồng hồ đẹp, giá cả phải chăng"
247080,MVW ML05501,590000.0,1290000.0,62.0,,24.0,Nam,42.0,7.5,Pin,5.0,Kính Sapphire,Việt Nam,MVW,10,4.3,Sài đk năm hư luôn trk mua 1tr5 giờ còn 700k hiểu rùi
231891,ELIO Nắng Xuân ES06102,690000.0,1290000.0,175.0,0.46,36.0,Nữ,30.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,ELIO,13,4.6,Rất tốt
